 Offer , Total Cost of Loan , Down Payment , Principle ,Rate,Down Payment: Percent of Total Offer, Monthly Payment , 25% Total Cost of Loan , 30% Total Cost of Loan , 25% of Total Monthly Payment , 30% of Total Monthly Payment , 25% of Down Payment , 30% of Down Payment , Rent 1 , Rent 2 , Rent 3 , 25% Payment - R1 , 30% Payment - R1 , 25% Payment - R2 , 30% Payment - R2 , 25% Payment - R3 , 30% Payment - R3 ,Total Paid After 5 Years,Amount Left to Pay for Us at 25% Ownership,Amount Left to Pay for Us at 30% Ownership,Save a Month for us at 25% Ownership,Save a Month for us at 30% Ownership
" $925,000.00 "," $835,418.26 "," $375,000.00 "," $550,000.00 ",6.0%,40.5%," $4,641.21 "," $208,854.56 "," $250,625.48 "," $1,160.30 "," $1,392.36 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(89.70), $(107.64), $(339.70), $(407.64), $(589.70), $(707.64)," $278,472.75 "," $139,236.38 "," $167,083.65 "," $2,320.61 "," $2,784.73 "
" $925,000.00 "," $862,396.29 "," $375,000.00 "," $550,000.00 ",6.5%,40.5%," $4,791.09 "," $215,599.07 "," $258,718.89 "," $1,197.77 "," $1,437.33 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(52.23), $(62.67), $(302.23), $(362.67), $(552.23), $(662.67)," $287,465.43 "," $143,732.72 "," $172,479.26 "," $2,395.55 "," $2,874.65 "
" $925,000.00 "," $889,839.99 "," $375,000.00 "," $550,000.00 ",7.0%,40.5%," $4,943.56 "," $222,460.00 "," $266,952.00 "," $1,235.89 "," $1,483.07 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(14.11), $(16.93), $(264.11), $(316.93), $(514.11), $(616.93)," $296,613.33 "," $148,306.66 "," $177,968.00 "," $2,471.78 "," $2,966.13 "
" $925,000.00 "," $917,742.24 "," $375,000.00 "," $550,000.00 ",7.5%,40.5%," $5,098.57 "," $229,435.56 "," $275,322.67 "," $1,274.64 "," $1,529.57 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $24.64 , $29.57 , $(225.36), $(270.43), $(475.36), $(570.43)," $305,914.08 "," $152,957.04 "," $183,548.45 "," $2,549.28 "," $3,059.14 "
" $925,000.00 "," $873,391.82 "," $350,000.00 "," $575,000.00 ",6.0%,37.8%," $4,852.18 "," $218,347.95 "," $262,017.55 "," $1,213.04 "," $1,455.65 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(36.96), $(44.35), $(286.96), $(344.35), $(536.96), $(644.35)," $291,130.61 "," $145,565.30 "," $174,678.36 "," $2,426.09 "," $2,911.31 "
" $925,000.00 "," $901,596.12 "," $350,000.00 "," $575,000.00 ",6.5%,37.8%," $5,008.87 "," $225,399.03 "," $270,478.84 "," $1,252.22 "," $1,502.66 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $2.22 , $2.66 , $(247.78), $(297.34), $(497.78), $(597.34)," $300,532.04 "," $150,266.02 "," $180,319.22 "," $2,504.43 "," $3,005.32 "
" $925,000.00 "," $930,287.26 "," $350,000.00 "," $575,000.00 ",7.0%,37.8%," $5,168.26 "," $232,571.82 "," $279,086.18 "," $1,292.07 "," $1,550.48 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $42.07 , $50.48 , $(207.93), $(249.52), $(457.93), $(549.52)," $310,095.75 "," $155,047.88 "," $186,057.45 "," $2,584.13 "," $3,100.96 "
" $925,000.00 "," $959,457.79 "," $350,000.00 "," $575,000.00 ",7.5%,37.8%," $5,330.32 "," $239,864.45 "," $287,837.34 "," $1,332.58 "," $1,599.10 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $82.58 , $99.10 , $(167.42), $(200.90), $(417.42), $(500.90)," $319,819.26 "," $159,909.63 "," $191,891.56 "," $2,665.16 "," $3,198.19 "
" $925,000.00 "," $911,365.37 "," $325,000.00 "," $600,000.00 ",6.0%,35.1%," $5,063.14 "," $227,841.34 "," $273,409.61 "," $1,265.79 "," $1,518.94 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $15.79 , $18.94 , $(234.21), $(281.06), $(484.21), $(581.06),," $227,841.34 ",,,
" $925,000.00 "," $940,795.95 "," $325,000.00 "," $600,000.00 ",6.5%,35.1%," $5,226.64 "," $235,198.99 "," $282,238.79 "," $1,306.66 "," $1,567.99 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $56.66 , $67.99 , $(193.34), $(232.01), $(443.34), $(532.01),," $235,198.99 ",,,
" $925,000.00 "," $970,734.53 "," $325,000.00 "," $600,000.00 ",7.0%,35.1%," $5,392.97 "," $242,683.63 "," $291,220.36 "," $1,348.24 "," $1,617.89 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $98.24 , $117.89 , $(151.76), $(182.11), $(401.76), $(482.11),," $242,683.63 ",,,
" $925,000.00 "," $1,001,173.35 "," $325,000.00 "," $600,000.00 ",7.5%,35.1%," $5,562.07 "," $250,293.34 "," $300,352.00 "," $1,390.52 "," $1,668.62 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $140.52 , $168.62 , $(109.48), $(131.38), $(359.48), $(431.38),," $250,293.34 ",,,
" $925,000.00 "," $949,338.93 "," $300,000.00 "," $625,000.00 ",6.0%,32.4%," $5,274.11 "," $237,334.73 "," $284,801.68 "," $1,318.53 "," $1,582.23 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $68.53 , $82.23 , $(181.47), $(217.77), $(431.47), $(517.77),," $237,334.73 ",,,
" $925,000.00 "," $979,995.79 "," $300,000.00 "," $625,000.00 ",6.5%,32.4%," $5,444.42 "," $244,998.95 "," $293,998.74 "," $1,361.11 "," $1,633.33 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $111.11 , $133.33 , $(138.89), $(166.67), $(388.89), $(466.67),," $244,998.95 ",,,
" $925,000.00 "," $1,011,181.80 "," $300,000.00 "," $625,000.00 ",7.0%,32.4%," $5,617.68 "," $252,795.45 "," $303,354.54 "," $1,404.42 "," $1,685.30 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $154.42 , $185.30 , $(95.58), $(114.70), $(345.58), $(414.70),," $252,795.45 ",,,
" $925,000.00 "," $1,042,888.91 "," $300,000.00 "," $625,000.00 ",7.5%,32.4%," $5,793.83 "," $260,722.23 "," $312,866.67 "," $1,448.46 "," $1,738.15 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $198.46 , $238.15 , $(51.54), $(61.85), $(301.54), $(361.85),," $260,722.23 ",,,
" $950,000.00 "," $835,418.26 "," $400,000.00 "," $550,000.00 ",6.0%,42.1%," $4,641.21 "," $208,854.56 "," $250,625.48 "," $1,160.30 "," $1,392.36 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(89.70), $(107.64), $(339.70), $(407.64), $(589.70), $(707.64)," $278,472.75 "," $139,236.38 "," $167,083.65 "," $2,320.61 "," $2,784.73 "
" $950,000.00 "," $862,396.29 "," $400,000.00 "," $550,000.00 ",6.5%,42.1%," $4,791.09 "," $215,599.07 "," $258,718.89 "," $1,197.77 "," $1,437.33 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(52.23), $(62.67), $(302.23), $(362.67), $(552.23), $(662.67)," $287,465.43 "," $143,732.72 "," $172,479.26 "," $2,395.55 "," $2,874.65 "
" $950,000.00 "," $889,839.99 "," $400,000.00 "," $550,000.00 ",7.0%,42.1%," $4,943.56 "," $222,460.00 "," $266,952.00 "," $1,235.89 "," $1,483.07 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(14.11), $(16.93), $(264.11), $(316.93), $(514.11), $(616.93)," $296,613.33 "," $148,306.66 "," $177,968.00 "," $2,471.78 "," $2,966.13 "
" $950,000.00 "," $917,742.24 "," $400,000.00 "," $550,000.00 ",7.5%,42.1%," $5,098.57 "," $229,435.56 "," $275,322.67 "," $1,274.64 "," $1,529.57 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $24.64 , $29.57 , $(225.36), $(270.43), $(475.36), $(570.43)," $305,914.08 "," $152,957.04 "," $183,548.45 "," $2,549.28 "," $3,059.14 "
" $950,000.00 "," $873,391.82 "," $375,000.00 "," $575,000.00 ",6.0%,39.5%," $4,852.18 "," $218,347.95 "," $262,017.55 "," $1,213.04 "," $1,455.65 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(36.96), $(44.35), $(286.96), $(344.35), $(536.96), $(644.35)," $291,130.61 "," $145,565.30 "," $174,678.36 "," $2,426.09 "," $2,911.31 "
" $950,000.00 "," $901,596.12 "," $375,000.00 "," $575,000.00 ",6.5%,39.5%," $5,008.87 "," $225,399.03 "," $270,478.84 "," $1,252.22 "," $1,502.66 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $2.22 , $2.66 , $(247.78), $(297.34), $(497.78), $(597.34)," $300,532.04 "," $150,266.02 "," $180,319.22 "," $2,504.43 "," $3,005.32 "
" $950,000.00 "," $930,287.26 "," $375,000.00 "," $575,000.00 ",7.0%,39.5%," $5,168.26 "," $232,571.82 "," $279,086.18 "," $1,292.07 "," $1,550.48 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $42.07 , $50.48 , $(207.93), $(249.52), $(457.93), $(549.52)," $310,095.75 "," $155,047.88 "," $186,057.45 "," $2,584.13 "," $3,100.96 "
" $950,000.00 "," $959,457.79 "," $375,000.00 "," $575,000.00 ",7.5%,39.5%," $5,330.32 "," $239,864.45 "," $287,837.34 "," $1,332.58 "," $1,599.10 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $82.58 , $99.10 , $(167.42), $(200.90), $(417.42), $(500.90)," $319,819.26 "," $159,909.63 "," $191,891.56 "," $2,665.16 "," $3,198.19 "
" $950,000.00 "," $911,365.37 "," $350,000.00 "," $600,000.00 ",6.0%,36.8%," $5,063.14 "," $227,841.34 "," $273,409.61 "," $1,265.79 "," $1,518.94 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $15.79 , $18.94 , $(234.21), $(281.06), $(484.21), $(581.06),," $227,841.34 ",,,
" $950,000.00 "," $940,795.95 "," $350,000.00 "," $600,000.00 ",6.5%,36.8%," $5,226.64 "," $235,198.99 "," $282,238.79 "," $1,306.66 "," $1,567.99 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $56.66 , $67.99 , $(193.34), $(232.01), $(443.34), $(532.01),," $235,198.99 ",,,
" $950,000.00 "," $970,734.53 "," $350,000.00 "," $600,000.00 ",7.0%,36.8%," $5,392.97 "," $242,683.63 "," $291,220.36 "," $1,348.24 "," $1,617.89 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $98.24 , $117.89 , $(151.76), $(182.11), $(401.76), $(482.11),," $242,683.63 ",,,
" $950,000.00 "," $1,001,173.35 "," $350,000.00 "," $600,000.00 ",7.5%,36.8%," $5,562.07 "," $250,293.34 "," $300,352.00 "," $1,390.52 "," $1,668.62 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $140.52 , $168.62 , $(109.48), $(131.38), $(359.48), $(431.38),," $250,293.34 ",,,
" $950,000.00 "," $949,338.93 "," $325,000.00 "," $625,000.00 ",6.0%,34.2%," $5,274.11 "," $237,334.73 "," $284,801.68 "," $1,318.53 "," $1,582.23 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $68.53 , $82.23 , $(181.47), $(217.77), $(431.47), $(517.77),," $237,334.73 ",,,
" $950,000.00 "," $979,995.79 "," $325,000.00 "," $625,000.00 ",6.5%,34.2%," $5,444.42 "," $244,998.95 "," $293,998.74 "," $1,361.11 "," $1,633.33 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $111.11 , $133.33 , $(138.89), $(166.67), $(388.89), $(466.67),," $244,998.95 ",,,
" $950,000.00 "," $1,011,181.80 "," $325,000.00 "," $625,000.00 ",7.0%,34.2%," $5,617.68 "," $252,795.45 "," $303,354.54 "," $1,404.42 "," $1,685.30 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $154.42 , $185.30 , $(95.58), $(114.70), $(345.58), $(414.70),," $252,795.45 ",,,
" $950,000.00 "," $1,042,888.91 "," $325,000.00 "," $625,000.00 ",7.5%,34.2%," $5,793.83 "," $260,722.23 "," $312,866.67 "," $1,448.46 "," $1,738.15 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $198.46 , $238.15 , $(51.54), $(61.85), $(301.54), $(361.85),," $260,722.23 ",,,
" $950,000.00 "," $987,312.49 "," $300,000.00 "," $650,000.00 ",6.0%,31.6%," $5,485.07 "," $246,828.12 "," $296,193.75 "," $1,371.27 "," $1,645.52 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $121.27 , $145.52 , $(128.73), $(154.48), $(378.73), $(454.48),," $246,828.12 ",,,
" $950,000.00 "," $1,019,195.62 "," $300,000.00 "," $650,000.00 ",6.5%,31.6%," $5,662.20 "," $254,798.90 "," $305,758.69 "," $1,415.55 "," $1,698.66 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $165.55 , $198.66 , $(84.45), $(101.34), $(334.45), $(401.34),," $254,798.90 ",,,
" $950,000.00 "," $1,051,629.08 "," $300,000.00 "," $650,000.00 ",7.0%,31.6%," $5,842.38 "," $262,907.27 "," $315,488.72 "," $1,460.60 "," $1,752.72 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $210.60 , $252.72 , $(39.40), $(47.28), $(289.40), $(347.28),," $262,907.27 ",,,
" $950,000.00 "," $1,084,604.46 "," $300,000.00 "," $650,000.00 ",7.5%,31.6%," $6,025.58 "," $271,151.12 "," $325,381.34 "," $1,506.40 "," $1,807.67 "," $75,000.00 "," $90,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $256.40 , $307.67 , $6.40 , $7.67 , $(243.60), $(292.33),," $271,151.12 ",,,
" $975,000.00 "," $873,391.82 "," $400,000.00 "," $575,000.00 ",6.0%,41.0%," $4,852.18 "," $218,347.95 "," $262,017.55 "," $1,213.04 "," $1,455.65 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $(36.96), $(44.35), $(286.96), $(344.35), $(536.96), $(644.35)," $291,130.61 "," $145,565.30 "," $174,678.36 "," $2,426.09 "," $2,911.31 "
" $975,000.00 "," $901,596.12 "," $400,000.00 "," $575,000.00 ",6.5%,41.0%," $5,008.87 "," $225,399.03 "," $270,478.84 "," $1,252.22 "," $1,502.66 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $2.22 , $2.66 , $(247.78), $(297.34), $(497.78), $(597.34)," $300,532.04 "," $150,266.02 "," $180,319.22 "," $2,504.43 "," $3,005.32 "
" $975,000.00 "," $930,287.26 "," $400,000.00 "," $575,000.00 ",7.0%,41.0%," $5,168.26 "," $232,571.82 "," $279,086.18 "," $1,292.07 "," $1,550.48 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $42.07 , $50.48 , $(207.93), $(249.52), $(457.93), $(549.52)," $310,095.75 "," $155,047.88 "," $186,057.45 "," $2,584.13 "," $3,100.96 "
" $975,000.00 "," $959,457.79 "," $400,000.00 "," $575,000.00 ",7.5%,41.0%," $5,330.32 "," $239,864.45 "," $287,837.34 "," $1,332.58 "," $1,599.10 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $82.58 , $99.10 , $(167.42), $(200.90), $(417.42), $(500.90)," $319,819.26 "," $159,909.63 "," $191,891.56 "," $2,665.16 "," $3,198.19 "
" $975,000.00 "," $911,365.37 "," $375,000.00 "," $600,000.00 ",6.0%,38.5%," $5,063.14 "," $227,841.34 "," $273,409.61 "," $1,265.79 "," $1,518.94 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $15.79 , $18.94 , $(234.21), $(281.06), $(484.21), $(581.06),," $227,841.34 ",,,
" $975,000.00 "," $940,795.95 "," $375,000.00 "," $600,000.00 ",6.5%,38.5%," $5,226.64 "," $235,198.99 "," $282,238.79 "," $1,306.66 "," $1,567.99 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $56.66 , $67.99 , $(193.34), $(232.01), $(443.34), $(532.01),," $235,198.99 ",,,
" $975,000.00 "," $970,734.53 "," $375,000.00 "," $600,000.00 ",7.0%,38.5%," $5,392.97 "," $242,683.63 "," $291,220.36 "," $1,348.24 "," $1,617.89 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $98.24 , $117.89 , $(151.76), $(182.11), $(401.76), $(482.11),," $242,683.63 ",,,
" $975,000.00 "," $1,001,173.35 "," $375,000.00 "," $600,000.00 ",7.5%,38.5%," $5,562.07 "," $250,293.34 "," $300,352.00 "," $1,390.52 "," $1,668.62 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $140.52 , $168.62 , $(109.48), $(131.38), $(359.48), $(431.38),," $250,293.34 ",,,
" $975,000.00 "," $949,338.93 "," $350,000.00 "," $625,000.00 ",6.0%,35.9%," $5,274.11 "," $237,334.73 "," $284,801.68 "," $1,318.53 "," $1,582.23 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $68.53 , $82.23 , $(181.47), $(217.77), $(431.47), $(517.77),," $237,334.73 ",,,
" $975,000.00 "," $979,995.79 "," $350,000.00 "," $625,000.00 ",6.5%,35.9%," $5,444.42 "," $244,998.95 "," $293,998.74 "," $1,361.11 "," $1,633.33 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $111.11 , $133.33 , $(138.89), $(166.67), $(388.89), $(466.67),," $244,998.95 ",,,
" $975,000.00 "," $1,011,181.80 "," $350,000.00 "," $625,000.00 ",7.0%,35.9%," $5,617.68 "," $252,795.45 "," $303,354.54 "," $1,404.42 "," $1,685.30 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $154.42 , $185.30 , $(95.58), $(114.70), $(345.58), $(414.70),," $252,795.45 ",,,
" $975,000.00 "," $1,042,888.91 "," $350,000.00 "," $625,000.00 ",7.5%,35.9%," $5,793.83 "," $260,722.23 "," $312,866.67 "," $1,448.46 "," $1,738.15 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $198.46 , $238.15 , $(51.54), $(61.85), $(301.54), $(361.85),," $260,722.23 ",,,
" $975,000.00 "," $987,312.49 "," $325,000.00 "," $650,000.00 ",6.0%,33.3%," $5,485.07 "," $246,828.12 "," $296,193.75 "," $1,371.27 "," $1,645.52 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $121.27 , $145.52 , $(128.73), $(154.48), $(378.73), $(454.48),," $246,828.12 ",,,
" $975,000.00 "," $1,019,195.62 "," $325,000.00 "," $650,000.00 ",6.5%,33.3%," $5,662.20 "," $254,798.90 "," $305,758.69 "," $1,415.55 "," $1,698.66 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $165.55 , $198.66 , $(84.45), $(101.34), $(334.45), $(401.34),," $254,798.90 ",,,
" $975,000.00 "," $1,051,629.08 "," $325,000.00 "," $650,000.00 ",7.0%,33.3%," $5,842.38 "," $262,907.27 "," $315,488.72 "," $1,460.60 "," $1,752.72 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $210.60 , $252.72 , $(39.40), $(47.28), $(289.40), $(347.28),," $262,907.27 ",,,
" $975,000.00 "," $1,084,604.46 "," $325,000.00 "," $650,000.00 ",7.5%,33.3%," $6,025.58 "," $271,151.12 "," $325,381.34 "," $1,506.40 "," $1,807.67 "," $81,250.00 "," $97,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $256.40 , $307.67 , $6.40 , $7.67 , $(243.60), $(292.33),," $271,151.12 ",,,
" $1,000,000.00 "," $911,365.37 "," $400,000.00 "," $600,000.00 ",6.0%,40.0%," $5,063.14 "," $227,841.34 "," $273,409.61 "," $1,265.79 "," $1,518.94 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $15.79 , $18.94 , $(234.21), $(281.06), $(484.21), $(581.06),," $227,841.34 ",,,
" $1,000,000.00 "," $940,795.95 "," $400,000.00 "," $600,000.00 ",6.5%,40.0%," $5,226.64 "," $235,198.99 "," $282,238.79 "," $1,306.66 "," $1,567.99 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $56.66 , $67.99 , $(193.34), $(232.01), $(443.34), $(532.01),," $235,198.99 ",,,
" $1,000,000.00 "," $970,734.53 "," $400,000.00 "," $600,000.00 ",7.0%,40.0%," $5,392.97 "," $242,683.63 "," $291,220.36 "," $1,348.24 "," $1,617.89 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $98.24 , $117.89 , $(151.76), $(182.11), $(401.76), $(482.11),," $242,683.63 ",,,
" $1,000,000.00 "," $1,001,173.35 "," $400,000.00 "," $600,000.00 ",7.5%,40.0%," $5,562.07 "," $250,293.34 "," $300,352.00 "," $1,390.52 "," $1,668.62 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $140.52 , $168.62 , $(109.48), $(131.38), $(359.48), $(431.38),," $250,293.34 ",,,
" $1,000,000.00 "," $949,338.93 "," $375,000.00 "," $625,000.00 ",6.0%,37.5%," $5,274.11 "," $237,334.73 "," $284,801.68 "," $1,318.53 "," $1,582.23 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $68.53 , $82.23 , $(181.47), $(217.77), $(431.47), $(517.77),," $237,334.73 ",,,
" $1,000,000.00 "," $979,995.79 "," $375,000.00 "," $625,000.00 ",6.5%,37.5%," $5,444.42 "," $244,998.95 "," $293,998.74 "," $1,361.11 "," $1,633.33 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $111.11 , $133.33 , $(138.89), $(166.67), $(388.89), $(466.67),," $244,998.95 ",,,
" $1,000,000.00 "," $1,011,181.80 "," $375,000.00 "," $625,000.00 ",7.0%,37.5%," $5,617.68 "," $252,795.45 "," $303,354.54 "," $1,404.42 "," $1,685.30 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $154.42 , $185.30 , $(95.58), $(114.70), $(345.58), $(414.70),," $252,795.45 ",,,
" $1,000,000.00 "," $1,042,888.91 "," $375,000.00 "," $625,000.00 ",7.5%,37.5%," $5,793.83 "," $260,722.23 "," $312,866.67 "," $1,448.46 "," $1,738.15 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $198.46 , $238.15 , $(51.54), $(61.85), $(301.54), $(361.85),," $260,722.23 ",,,
" $1,000,000.00 "," $987,312.49 "," $350,000.00 "," $650,000.00 ",6.0%,35.0%," $5,485.07 "," $246,828.12 "," $296,193.75 "," $1,371.27 "," $1,645.52 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $121.27 , $145.52 , $(128.73), $(154.48), $(378.73), $(454.48),," $246,828.12 ",,,
" $1,000,000.00 "," $1,019,195.62 "," $350,000.00 "," $650,000.00 ",6.5%,35.0%," $5,662.20 "," $254,798.90 "," $305,758.69 "," $1,415.55 "," $1,698.66 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $165.55 , $198.66 , $(84.45), $(101.34), $(334.45), $(401.34),," $254,798.90 ",,,
" $1,000,000.00 "," $1,051,629.08 "," $350,000.00 "," $650,000.00 ",7.0%,35.0%," $5,842.38 "," $262,907.27 "," $315,488.72 "," $1,460.60 "," $1,752.72 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $210.60 , $252.72 , $(39.40), $(47.28), $(289.40), $(347.28),," $262,907.27 ",,,
" $1,000,000.00 "," $1,084,604.46 "," $350,000.00 "," $650,000.00 ",7.5%,35.0%," $6,025.58 "," $271,151.12 "," $325,381.34 "," $1,506.40 "," $1,807.67 "," $87,500.00 "," $105,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $256.40 , $307.67 , $6.40 , $7.67 , $(243.60), $(292.33),," $271,151.12 ",,,
" $1,025,000.00 "," $949,338.93 "," $400,000.00 "," $625,000.00 ",6.0%,39.0%," $5,274.11 "," $237,334.73 "," $284,801.68 "," $1,318.53 "," $1,582.23 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $68.53 , $82.23 , $(181.47), $(217.77), $(431.47), $(517.77),," $237,334.73 ",,,
" $1,025,000.00 "," $979,995.79 "," $400,000.00 "," $625,000.00 ",6.5%,39.0%," $5,444.42 "," $244,998.95 "," $293,998.74 "," $1,361.11 "," $1,633.33 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $111.11 , $133.33 , $(138.89), $(166.67), $(388.89), $(466.67),," $244,998.95 ",,,
" $1,025,000.00 "," $1,011,181.80 "," $400,000.00 "," $625,000.00 ",7.0%,39.0%," $5,617.68 "," $252,795.45 "," $303,354.54 "," $1,404.42 "," $1,685.30 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $154.42 , $185.30 , $(95.58), $(114.70), $(345.58), $(414.70),," $252,795.45 ",,,
" $1,025,000.00 "," $1,042,888.91 "," $400,000.00 "," $625,000.00 ",7.5%,39.0%," $5,793.83 "," $260,722.23 "," $312,866.67 "," $1,448.46 "," $1,738.15 "," $100,000.00 "," $120,000.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $198.46 , $238.15 , $(51.54), $(61.85), $(301.54), $(361.85),," $260,722.23 ",,,
" $1,025,000.00 "," $987,312.49 "," $375,000.00 "," $650,000.00 ",6.0%,36.6%," $5,485.07 "," $246,828.12 "," $296,193.75 "," $1,371.27 "," $1,645.52 "," $93,750.00 "," $112,500.00 "," $5,000.00 "," $6,000.00 "," $7,000.00 ", $121.27 , $145.52 , $(128.73), $(154.48), $(378.73), $(454.48),," $246,828.12 ",,,
